ID_COMMIT;ID_AUTOR;DATA_COMMIT
8ee3340d7e08d5736c8beb085d7a3afcd36369d8;7288;06/06/2011
cec73ed07d74928aa9c4a1890f4933fcddcd9ac7;7288;06/06/2011
c8504f69949acab4ce7a8b9a12eebf1c55dc5d67;7288;06/06/2011
d9d9d5a8acacbf4c63a8d2551e8dd85f9d02075a;7288;06/06/2011
c68762dc9d19b54f4178282743de00fb87152c52;7288;06/06/2011
4b553b445cf783d56beee68223f8d0d954cab6ea;7288;06/06/2011
42e81c12972e5a9da0123af828c7efaf40d2ee3b;108725;05/06/2011
c8dfe1e30a68471e2072b8da13d533bdae13aa75;108725;05/06/2011
9ee9361d49c90bda241101a8c87e5285dae6e9db;108725;05/06/2011
029b7f776839f1b6f29805475286a1a38d68d767;108725;05/06/2011
9b12ce3f8950cbe23fb45a0174ac5d56b516fe92;108725;05/06/2011
a8a4da152d17f3cd64c2c5d906165ab61f358ca3;7288;05/06/2011
203aaaa4d0d21d0d6b7ff2fb5a10163a72631027;7288;05/06/2011
f4d40b82f1693d42f9eda000918a4632bd52be16;7288;05/06/2011
fc16c4e978f6616a1e0f769e4b4b622197644ca7;7288;05/06/2011
3170b2b4b618cd191e03fd8c15c23c2d53579788;7288;05/06/2011
f8b9c322ea3f6671889beabbc589f3670038a2ee;7288;05/06/2011
e87918c9935298fe6ad80766b13f9506dd3cf0c3;108725;03/06/2011
47123eff2e23a64124fc68357cb0cb3200a577e3;108725;03/06/2011
804ff1bb0b8d5906402d86ad2302426ffebeb8a0;108725;03/06/2011
ff10a7af4d09b084bc1328d48d7622788b1f8d87;7288;03/06/2011
c1946fe1261a94b9d6aae779ce76825f10edfbb0;108725;03/06/2011
c4ecbbc7066dbec7a28004c06f8e1b4bde738f7f;108725;03/06/2011
7069b707abe3f5671c5f2fde61af43fd28c6ef83;108725;03/06/2011
d84e97f003347b05d239d6505a706d6aa36517ef;108725;03/06/2011
cffe0438c75e9a52346dca223fdff3bd83446976;7288;01/06/2011
07ab037a9be5f2f2879ee71a1cd07a5580c6e2af;7288;01/06/2011
